epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,847.152,1.09065,0.80256,1.17281,0.88094,0.80952,0.87017,0.4507,0.21484,0.20337,0.27673,0.0004952,0.0004952,0.0004952
40,868.897,1.04401,0.73387,1.12486,0.78218,0.90476,0.88813,0.45108,0.22624,0.195,0.29162,0.0004556,0.0004556,0.0004556
41,928.584,0.8632,0.58246,1.04419,0.87985,0.80952,0.88853,0.40565,0.23772,0.23741,0.29426,0.000416,0.000416,0.000416
42,949.266,0.81679,0.5223,0.98064,0.93884,0.73159,0.87481,0.46986,0.21988,0.17972,0.27781,0.0003764,0.0003764,0.0003764
43,970.155,0.78232,0.4937,0.95939,0.84551,0.78244,0.8895,0.44826,0.21492,0.2625,0.27808,0.0003368,0.0003368,0.0003368
44,991.18,0.76998,0.52521,0.94411,0.98026,0.7619,0.90533,0.43232,0.23318,0.17863,0.29962,0.0002972,0.0002972,0.0002972
45,1011.44,0.72601,0.45736,0.89391,0.91153,0.80952,0.90228,0.43508,0.23845,0.17256,0.28668,0.0002576,0.0002576,0.0002576
46,1032.44,0.7273,0.44226,0.92005,0.94956,0.89674,0.92864,0.4679,0.22,0.18226,0.26934,0.000218,0.000218,0.000218
47,1052.85,0.76824,0.45115,0.97943,0.86222,0.89434,0.91974,0.43332,0.23089,0.17977,0.2798,0.0001784,0.0001784,0.0001784
48,1073.61,0.80458,0.46531,0.97444,0.97114,0.90476,0.93963,0.46544,0.2255,0.22186,0.27704,0.0001388,0.0001388,0.0001388
49,1094.29,0.69384,0.40359,0.89324,0.96242,0.85714,0.92579,0.46655,0.2252,0.19674,0.27882,9.92e-05,9.92e-05,9.92e-05
50,1115.14,0.6682,0.39555,0.86281,0.94955,0.89657,0.93783,0.45795,0.21894,0.18821,0.27382,5.96e-05,5.96e-05,5.96e-05
